PU-Code,Outlier Score
04-01-01-001,104.62500000000001
04-01-01-005,48.224999999999994
04-01-01-006,104.62500000000001
04-01-01-008,27.345833333333324
04-01-01-010,46.0
04-01-01-011,46.0
04-01-01-012,43.37083333333334
04-01-01-013,16.054166666666667
04-01-01-014,57.00416666666666
04-01-02-001,77.77083333333333
04-01-02-002,20.533333333333324
04-01-02-003,24.66666666666666
04-01-02-004,80.0
04-01-02-005,22.541666666666657
04-01-02-006,39.354166666666664
04-01-02-007,2.783333333333339
04-01-02-008,60.2375
04-01-02-009,50.4
04-01-02-010,45.95833333333333
04-01-02-011,46.383333333333326
04-01-02-012,46.383333333333326
04-01-02-013,13.0
04-01-02-014,44.62083333333334
04-01-03-001,160.69166666666666
04-01-03-002,135.5875
04-01-03-003,64.29166666666666
04-01-03-004,7.016666666666665
04-01-03-005,74.50000000000001
04-01-03-007,45.75
04-01-03-008,18.087500000000002
04-01-03-009,35.699999999999996
04-01-03-010,33.32916666666666
04-01-03-011,8.483333333333334
04-01-04-001,35.0
04-01-04-002,35.0
04-01-04-006,94.62083333333334
04-01-04-009,94.62083333333334
04-01-04-010,31.78333333333333
04-01-04-011,24.329166666666662
04-01-05-001,27.137500000000006
04-01-05-002,4.995833333333336
04-01-05-003,35.595833333333324
04-01-05-004,24.329166666666676
04-01-05-005,21.112499999999994
04-01-05-006,33.397489539748946
04-01-05-007,6.2845188284518825
04-01-05-008,31.75732217573222
04-01-05-009,27.740585774058577
04-01-05-010,12.241666666666664
04-01-05-011,11.237499999999997
04-01-05-012,11.2375
04-01-05-013,24.29166666666666
04-01-05-015,32.325
04-01-06-001,104.62500000000001
04-01-06-002,157.10000000000002
04-01-06-004,135.00833333333335
04-01-06-005,333.0
04-01-06-006,130.5
04-01-06-007,463.5
04-01-06-008,195.8375
04-01-06-010,128.34166666666667
04-01-06-011,14.75
04-01-06-012,110.5
04-01-06-013,121.15416666666668
04-01-06-014,89.82083333333335
04-01-06-015,17.05394190871369
04-01-06-017,55.67916666666667
04-01-07-001,82.99583333333334
04-01-07-002,92.03333333333333
04-01-07-005,131.99583333333334
04-01-07-006,214.54166666666669
04-01-07-007,115.12916666666668
04-01-07-008,15.716666666666665
04-01-07-009,104.0
04-01-07-010,63.916666666666664
04-01-07-012,116.71666666666667
04-01-07-013,12.70416666666667
04-01-07-014,67.72916666666667
04-01-07-015,43.83333333333333
04-01-07-016,157.0
04-01-07-017,33.0
04-01-07-018,33.0
04-01-07-020,46.38333333333333
04-01-08-001,102.43750000000001
04-01-08-002,57.24999999999999
04-01-08-004,43.99166666666667
04-01-08-005,152.44166666666666
04-01-08-006,18.887499999999996
04-01-08-007,34.79583333333333
04-01-08-009,19.51666666666666
04-01-08-010,28.88750000000001
04-01-09-001,5.674999999999997
04-01-09-003,22.28333333333334
04-01-09-004,147.2625
04-01-09-005,148.0625
04-01-09-006,56.041666666666664
04-01-09-007,7.379166666666662
04-01-09-008,54.6625
04-01-09-009,82.77916666666667
04-01-09-010,19.73333333333333
04-01-10-001,46.845833333333324
04-01-10-003,57.89166666666666
04-01-10-004,70.85833333333333
04-01-10-005,80.98750000000001
04-01-10-006,0.0
04-01-10-008,104.62500000000001
04-01-10-009,31.579166666666666
04-01-10-010,4.583333333333339
04-01-10-011,16.295833333333334
04-01-10-013,28.091666666666658
04-01-10-014,27.562500000000007
04-01-10-015,19.52916666666667
04-01-10-017,34.59166666666666
04-01-10-018,14.399999999999995
04-01-10-019,53.00000000000001
04-01-10-020,25.091666666666665
04-01-10-021,14.045833333333333
04-01-10-022,30.666666666666664
04-01-11-001,28.308333333333326
04-01-11-002,4.670833333333334
04-01-11-003,81.39999999999999
04-01-11-004,23.799999999999997
04-01-11-005,62.708333333333336
04-01-11-006,26.299999999999994
04-01-11-007,7.016666666666665
04-01-11-009,55.99999999999999
04-01-11-010,3.3333333333333384
04-01-11-011,84.00000000000001
04-01-11-012,91.82916666666667
04-01-11-013,13.245833333333337
04-01-11-014,15.254166666666663
04-01-11-015,10.27083333333334
04-01-11-016,16.054166666666664
04-01-11-017,94.41666666666666
04-01-11-018,91.82916666666667
04-01-11-019,79.98333333333333
04-01-11-020,32.583333333333336
04-01-11-021,19.066666666666663
04-01-11-022,86.00833333333334
04-01-12-001,8.224999999999994
04-01-12-002,14.287500000000003
04-01-12-003,33.574999999999996
04-01-12-004,15.512500000000005
04-01-12-005,21.27916666666667
04-01-12-006,64.03333333333333
04-01-12-007,13.799999999999997
04-01-12-008,41.00000000000001
04-01-13-001,119.93333333333334
04-01-13-002,104.62500000000001
04-01-13-003,94.04166666666667
04-01-13-004,39.93333333333332
04-01-13-005,229.60416666666669
04-01-13-006,220.3625
04-01-13-007,104.62500000000001
04-01-13-008,0.0
04-01-13-009,149.27083333333334
04-01-13-010,133.20000000000002
04-01-13-011,64.075
04-01-13-012,16.72083333333333
04-01-13-013,36.37916666666666
04-01-13-014,100.225
04-01-14-001,115.02916666666668
04-01-14-002,106.79166666666667
04-01-14-003,18.30833333333333
04-01-14-004,74.53750000000001
04-01-14-005,15.874999999999998
04-01-14-006,29.0
04-01-14-007,14.495833333333332
04-01-14-008,14.070833333333333
04-01-14-009,39.137499999999996
04-01-14-010,54.212500000000006
04-01-14-011,22.86666666666666
04-01-14-012,0.0
04-01-14-013,29.0
04-01-14-014,13.0
04-01-15-001,33.32916666666666
04-01-15-002,58.43333333333332
04-01-15-003,56.425
04-01-15-004,59.43749999999999
04-01-15-005,17.05833333333333
04-01-15-006,40.15416666666667
04-01-15-007,73.49583333333334
04-01-15-008,50.39999999999999
04-01-15-009,66.46666666666668
04-01-15-010,54.41666666666666
04-01-15-012,41.3625
04-01-15-013,57.42916666666666
04-01-15-014,55.420833333333334
04-01-15-015,64.45833333333333
04-01-15-016,14.249999999999995
04-01-15-017,48.18749999999999
04-01-15-018,31.32083333333333
04-01-15-019,62.45
04-01-15-020,74.50000000000001
04-01-15-021,42.36666666666665
04-01-15-022,67.47083333333333
04-01-16-001,65.29583333333333
04-01-16-002,4.670833333333334
04-01-16-003,23.07083333333333
04-01-16-005,25.09166666666667
04-01-16-006,31.66666666666667
04-01-16-007,34.66666666666667
04-01-16-008,41.666666666666664
04-01-16-009,45.84166666666667
04-01-16-010,22.32083333333333
04-01-16-012,88.71666666666668
04-01-16-014,167.2458333333333
04-01-16-015,104.62500000000001
04-01-16-016,6.216666666666665
04-01-16-017,64.49583333333332
04-01-16-018,177.08333333333334
04-01-16-019,9.062499999999996
04-01-16-020,50.400000000000006
04-01-16-021,39.35416666666667
04-01-16-022,105.06276150627615
04-01-16-023,40.35983263598327
04-01-16-024,157.00000000000003
04-01-16-025,35.33749999999999
04-01-17-003,14.317991631799167
04-01-17-004,7.656903765690383
04-01-17-005,63.333333333333336
04-01-17-006,197.33333333333334
04-01-17-007,42.666666666666664
04-01-17-008,66.92916666666667
04-01-17-009,28.308333333333326
04-01-17-010,98.33333333333334
04-01-17-011,90.16666666666667
04-01-17-012,128.0
04-01-17-013,13.833333333333332
04-01-17-014,73.75416666666668
04-01-18-001,0.0
04-01-18-002,104.62500000000001
04-01-18-003,112.11666666666667
04-01-18-004,0.0
04-01-18-005,142.99999999999997
04-01-18-006,26.299999999999994
04-01-18-007,34.9125
04-01-18-008,125.75000000000001
04-01-18-009,9.487500000000006
04-01-18-010,106.31168831168831
04-01-18-011,0.0
04-01-18-012,17.84166666666667
04-01-19-001,31.94166666666667
04-01-19-002,39.666666666666664
04-01-19-003,0.0
04-01-19-004,176.0
04-01-19-005,23.75
04-01-19-006,19.849999999999998
04-01-19-007,20.53333333333333
04-01-19-009,71.66666666666667
04-01-19-010,43.61666666666666
04-01-19-011,44.37499999999999
04-01-19-012,8.6875
04-01-19-013,49.43333333333332
04-01-19-014,46.16666666666667
04-01-19-015,42.36666666666667
04-01-19-016,48.391666666666666
04-01-20-001,16.720833333333328
04-01-20-002,23.749999999999996
04-01-20-004,16.999999999999993
04-01-20-005,34.33333333333333
04-01-20-006,62.99999999999999
04-01-20-007,19.66666666666667
04-02-01-019,63.0
04-02-01-020,63.0
04-02-02-007,37.18181818181817
04-02-02-012,42.60000000000001
04-02-02-013,124.73333333333333
04-02-03-003,46.0
04-02-03-004,46.0
04-02-03-006,55.0
04-02-03-012,4.466666666666662
04-02-03-013,14.200000000000005
04-02-04-002,97.13333333333334
04-02-06-016,18.46666666666666
04-02-07-002,55.0
04-02-07-007,49.0
04-02-09-001,0.0
04-02-09-002,20.066666666666666
04-02-09-003,16.86666666666667
04-02-09-004,48.06666666666667
04-02-09-006,17.0
04-02-09-007,97.13333333333334
04-02-09-008,30.866666666666664
04-02-09-009,10.599999999999998
04-02-09-011,31.000000000000004
04-02-09-012,23.4
04-03-01-001,90.78238341968911
04-03-01-002,79.38341968911917
04-03-01-006,24.44041450777202
04-03-01-007,10.025906735751294
04-03-01-008,90.78238341968911
04-03-01-009,2.3999999999999972
04-03-01-011,37.99999999999999
04-03-02-002,117.58031088082902
04-03-02-004,108.53367875647668
04-03-02-005,55.54922279792746
04-03-03-002,102.00518134715026
04-03-03-003,446.7823834196891
04-03-03-004,254.28497409326425
04-03-03-005,579.3834196891191
04-03-03-006,462.0
04-03-03-007,19.41450777202073
04-03-03-008,17.901554404145077
04-03-03-009,35.49740932642487
04-03-03-010,47.3419689119171
04-03-03-011,44.0362694300518
04-03-03-012,36.79274611398964
04-03-03-013,12.87564766839378
04-03-03-014,27.953367875647672
04-03-03-015,34.274611398963735
04-03-03-016,56.60621761658031
04-03-04-001,15.891191709844561
04-03-04-002,82.23316062176166
04-03-04-003,32.26424870466322
04-03-04-004,40.81347150259067
04-03-04-005,5.290155440414505
04-03-04-006,26.45077720207254
04-03-04-007,60.91709844559586
04-03-04-008,42.025906735751285
04-03-04-009,75.19689119170984
04-03-04-010,24.440414507772015
04-03-04-011,52.58549222797927
04-03-04-012,38.005181347150256
04-03-04-013,21.082901554404145
04-03-04-014,49.56994818652849
04-03-04-015,47.3419689119171
04-03-04-016,43.53886010362694
04-03-05-002,20.336787564766833
04-03-05-003,6.80310880829016
04-03-05-004,27.953367875647672
04-03-05-005,43.19689119170984
04-03-05-007,17.06217616580311
04-03-05-008,8.015544041450774
04-03-05-009,19.414507772020723
04-03-05-010,65.31088082901555
04-03-05-011,3.497409326424864
04-03-05-012,11.829015544041448
04-03-05-013,2.9999999999999956
04-03-05-014,78.33333333333333
04-03-06-001,11.321243523316062
04-03-06-002,68.25388601036269
04-03-06-003,15.051813471502593
04-03-06-004,6.844559585492228
04-03-06-005,19.704663212435236
04-03-06-006,15.10362694300518
04-03-06-007,7.269430051813479
04-03-06-008,25.943005181347157
04-03-06-009,64.01554404145078
04-03-06-010,68.45077720207253
04-03-07-001,19.000000000000004
04-03-07-002,94.25388601036269
04-03-07-003,26.61658031088083
04-03-07-004,38.80310880829016
04-03-07-005,26.450777202072544
04-03-07-006,49.65284974093264
04-03-07-007,32.77202072538859
04-03-07-008,33.48704663212435
04-03-07-009,47.55958549222798
04-03-07-010,92.74093264248704
04-03-07-011,31.424870466321245
04-03-07-012,37.0
04-03-07-013,36.50259067357513
04-03-08-001,46.139896373057
04-03-08-002,53.30051813471502
04-03-08-003,34.409326424870464
04-03-08-004,5.507772020725386
04-03-08-005,10.025906735751294
04-03-08-006,8.523316062176159
04-03-08-007,43.53886010362694
04-03-08-008,43.53886010362694
04-03-08-009,34.49222797927461
04-03-08-010,27.455958549222803
04-03-08-012,16.056994818652846
04-03-08-014,0.0
04-03-08-015,0.0
04-03-08-016,46.72020725388601
04-03-08-017,54.01554404145078
04-03-08-018,18.40932642487047
04-03-09-001,117.37305699481864
04-03-09-002,72.85492227979273
04-03-09-003,67.82901554404145
04-03-09-004,90.78238341968911
04-03-09-005,33.652849740932645
04-03-09-007,117.08290155440413
04-03-09-008,119.88082901554404
04-03-10-002,180.40932642487047
04-03-10-003,224.1295336787565
04-03-10-005,40.52331606217616
04-03-10-006,95.9740932642487
04-03-10-007,26.616580310880835
04-03-11-001,92.24352331606218
04-03-11-002,43.70466321243523
04-03-11-003,21.424870466321245
04-03-11-004,215.79792746113992
04-03-11-005,110.33678756476684
04-03-11-006,82.32642487046633
04-03-11-007,29.549222797927463
04-03-11-008,89.0
04-03-11-009,29.3419689119171
04-03-11-011,22.595854922279795
04-03-11-012,17.82901554404145
04-03-11-013,8.523316062176162
04-03-11-014,43.12435233160622
04-03-11-015,17.321243523316067
04-03-12-001,15.393782383419689
04-03-12-002,57.52849740932643
04-03-12-003,12.999999999999998
